model,public_f1,threshold,accuracy,precision,recall,positive_predictions
fine_blend_logreg_0.806_tabicl_0.194,0.5628534145280557,0.44459197071943607,0.665,0.4578910120311394,0.7302483069977427,1413
fine_blend_logreg_0.794_tabicl_0.206,0.5626643295354952,0.4465111296977396,0.6673333333333333,0.45988538681948427,0.7246049661399548,1396
fine_blend_logreg_0.803_tabicl_0.197,0.5626373626373626,0.44957274685963466,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.802_tabicl_0.198,0.5626373626373626,0.44938684772327897,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.796_tabicl_0.204,0.5626373626373626,0.44827145290514453,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.798_tabicl_0.202,0.5626373626373626,0.448643251177856,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.800_tabicl_0.200,0.5626373626373626,0.44901504945056747,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.797_tabicl_0.203,0.5626373626373626,0.4484573520415003,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.799_tabicl_0.201,0.5626373626373626,0.4488291503142117,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.795_tabicl_0.205,0.5626373626373626,0.44808555376878884,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.813_tabicl_0.187,0.5626373626373626,0.45143173822319194,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.814_tabicl_0.186,0.5626373626373626,0.45161763735954774,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.801_tabicl_0.199,0.5626373626373626,0.44920094858692317,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.808_tabicl_0.192,0.5626373626373626,0.4505022425414133,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.809_tabicl_0.191,0.5626373626373626,0.45068814167776905,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.810_tabicl_0.190,0.5626373626373626,0.45087404081412474,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.811_tabicl_0.189,0.5626373626373626,0.4510599399504805,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.812_tabicl_0.188,0.5626373626373626,0.45124583908683624,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.817_tabicl_0.183,0.5626373626373626,0.4521753347686149,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.818_tabicl_0.182,0.5626373626373626,0.4523612339049706,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.815_tabicl_0.185,0.5626373626373626,0.45180353649590344,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.816_tabicl_0.184,0.5626373626373626,0.4519894356322592,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.819_tabicl_0.181,0.5626373626373626,0.452518031710293,0.6683333333333333,0.4607631389488841,0.7223476297968398,1389
fine_blend_logreg_0.820_tabicl_0.180,0.5624727905964301,0.44767783476591905,0.665,0.4578313253012048,0.7291196388261851,1411
logreg_c2_exact,0.56158940397351,0.4861948767217138,0.669,0.4612037708484409,0.7178329571106095,1379
tabicl_n4_exact,0.5585888282234356,0.278929740190506,0.6496666666666666,0.44481605351170567,0.7505643340857788,1495
